,User,Time.of.Day.Bern,Prior.Day.Total.Brush.Time.norm.Bern,Day.in.Study.norm.Bern,Proportion.Brushed.In.Past.7.Days.Bern,Day.Type.Bern,Intercept.Bern,Time.of.Day.Mu,Prior.Day.Total.Brush.Time.norm.Mu,Day.in.Study.norm.Mu,Proportion.Brushed.In.Past.7.Days.Mu,Day.Type.Mu,Intercept.Mu,Sigma_u
12,P2_029,0.7442634974969042,-0.04425565035137333,0.4591618912979549,0.28683731296000803,0.38909781059742166,0.45096993411897807,1.5493724684053407,-2.0494528062839006,-1.0604082546722715,0.7598944033590675,1.0369236312360766,4.80235030327393,3.644108579388056
13,P2_030,-1.4811373112564152,-0.4576877765190906,-0.10339846714136808,0.2728199748092352,0.34997072080319735,0.655147267877825,2.722623889086406,-0.15045331206721985,-0.9947857535760742,0.9021927926399644,-0.10670636841244874,10.132591078823635,0.7219206211928141
14,P2_031,0.04182712176325957,-0.9845843022470192,0.7869751285800858,-0.9452348482322117,0.09603970421723476,0.28598227147984345,0.9725170959241796,-1.1186228108826473,-2.4813182648010117,1.0387901725483502,0.16664175733349101,4.898681216448498,2.5504187371977833
15,P2_033,0.21383262528310568,-0.4562142924434386,-0.11780237244669052,-0.3021793302438624,0.40705893847809366,-0.17571517063185604,0.21496023882180718,-0.31909257794036444,0.07201126790937656,1.977205201365376,0.34205055050619754,9.486929230412441,0.6286965097612083
16,P2_034,-1.4088757958528262,0.005456525837873964,0.10617298867835226,0.34796943372700007,-0.07102058290723288,0.9492297335090156,3.05297751091844,0.2574674880222592,-1.195052235464904,1.7636734516105577,1.2273871447453655,8.073622015359117,1.9525958314669638
17,P2_035,0.43231057150314234,-1.0050111459837088,-0.598644838834217,-0.3125040497882551,-0.07207666548555096,-1.628250605955551,0.412201651555165,0.48202938417670477,-1.7156623346866462,3.0850831753017487,0.882424283958967,8.005258021505956,1.2504448984541325
18,P2_040,0.12426272057512147,-0.5001100076571152,0.8374407277639645,-0.1019637567167706,-0.2771664002476157,-1.1668330327377374,0.6230217783210665,0.098338764599255,-3.0882423833697703,1.9212753299791583,0.09324272993646765,8.193249475394062,-0.5569232554756933
19,P2_041,-0.895554959299617,-0.16791820447904207,0.39116677298281416,-0.5177875341939887,0.4381100842728371,-0.9864531805095731,0.8686761239410045,0.34835018288025077,-0.9436405314241588,0.6017188604179381,0.0544766188232425,10.809209207496327,0.773646590478436
20,P2_042,0.47539072071912136,-0.09595878277420365,0.39322007371892065,-0.851416322112042,0.10559176485269392,-1.8300893185964169,-0.6677937580274029,1.2900972283683094,-3.1249062451569802,1.077205647618537,-0.7051327569740259,6.631570302855894,-1.1602911945720682
21,P2_043,-2.714356562159218,-0.12074291096932398,0.28198772083776574,0.5746244474905092,-0.34983184093827013,1.6691105618931747,6.199355260981747,-0.11443734945235927,-1.7152652490695632,1.4853166486605935,1.689196587885623,6.1993952326233135,2.4126139021075663
22,P2_044,-1.5317055288946908,-0.15664984504416438,-0.1839286107598551,0.34463199197326594,-0.4463702185988221,1.205049993519296,5.26131112064228,0.17374944850923893,0.19202907038905878,2.188906042470942,2.53892557432093,7.455144122427823,2.311963345774961
23,P2_045,0.1001566475657924,-0.042074348796491544,1.2126095491893476,-0.22756938995806295,-0.507637859910616,-1.4250121023576647,1.285767490315065,1.547075912947392,-0.27773335526603005,2.8358464143347217,2.8590178747430883,6.5633942741319,4.133087822333406
24,P2_046,0.5606053661751916,0.25746295455602797,-0.10103910159992749,-0.39134903266713567,-0.312960439332686,-1.541976471032207,-0.006861742948237283,-0.08595522729482848,-1.259519141639227,1.770363179764584,0.529631541678677,9.57287360929395,1.137625000796243
25,P2_047,-0.1641719200125869,0.6641589699332278,0.7802745358757331,-0.31117736232621257,-0.09559153421155887,-1.1075637736252497,0.5677847357700204,-0.5722654100599915,-0.936878043340085,2.4249173136663242,0.9766115772352972,8.728412020395435,1.5516622754322722
26,P2_048,-0.9598902016694218,-0.2765622474323839,0.881133972795537,0.14819890773582176,0.6235124127075674,0.9897300818746609,2.8822360018553375,-2.054539326399775,-0.6402890781641207,1.5703300128285453,0.4633466657824609,5.404058097652557,1.8560885835841603
27,P2_050,-0.10178748718632517,-0.3788494594464846,0.7152953883879978,1.1705137428863022,0.19036946991416123,0.15862261091042387,2.8125900497729655,0.31325363321486865,-1.1434438375676412,0.9831633214327972,1.4008283889153934,6.610658187622635,3.693409742561335
28,P2_051,0.6891357036557493,-0.014301809843601623,0.9488784134774637,0.36795347701899433,-0.05879787703077308,-0.2973809520253433,0.6330692649101546,-1.843923446804785,-0.8349790342758068,2.1414360913193216,0.438559118814685,6.129006887514195,1.714913364820552
29,P2_052,-3.1227778055636164,-0.16933985797895348,-0.07209892876134724,0.2882232108464118,-0.0600866202296797,1.4886492679839725,4.545886262279382,-2.0132587829754955,-2.017281710061535,0.05988329233948009,-0.7186041982264437,6.630106705524587,-2.2224837947107163
30,P2_053,0.19466904486257688,-1.1681197988749983,0.4139913414889206,0.27737564277209764,0.3542218274542621,0.18944587917270114,1.3115172290851245,-1.2391783605133277,-1.5404404965465308,0.44972871287642474,0.43011489400721853,4.404962592019864,3.9904842958885007
31,P2_056,-0.13057037186934695,-0.4310838134482139,0.4353810106703678,0.19415801760603443,0.302730865542113,-0.9957911594753641,1.6669603100724975,-0.15264944264281116,-1.7733216904953724,1.5110699195175024,0.02228488114191507,10.381291882056155,-0.20080989865243515
